id_student,gender,region,highest_education,studied_credits,imd_band,total_clicks,avg_score,engagement_level,performance_level,risk_level,pass_flag,dropout_flag,final_result
66047,F,North Western Region,HE Qualification,90,0-10%,52.0,43.0,Low,Low,Very High Risk,0,1,Withdrawn
66577,F,North Western Region,HE Qualification,60,10-20,143.0,83.0,Low,High,Very High Risk,0,0,Fail
67471,F,London Region,Lower Than A Level,60,20-30%,1113.0,67.0,Medium,Medium,Low Risk,1,0,Pass
67505,F,North Region,A Level or Equivalent,60,,1246.0,64.25,Medium,Medium,Low Risk,0,0,Fail
68011,M,London Region,A Level or Equivalent,180,90-100%,360.0,81.0,Low,High,High Risk,0,1,Withdrawn
68376,M,Yorkshire Region,HE Qualification,60,90-100%,1085.0,69.83333333333333,Medium,Medium,Low Risk,1,0,Pass
69489,M,South West Region,Lower Than A Level,150,80-90%,215.0,,Low,,Very High Risk,0,1,Withdrawn
71209,M,South East Region,Lower Than A Level,60,50-60%,483.0,56.285714285714285,Medium,Medium,High Risk,1,0,Pass
74130,M,South Region,A Level or Equivalent,60,50-60%,,,,,,0,1,Withdrawn
74502,F,Wales,Lower Than A Level,120,60-70%,3630.0,63.0,High,Medium,Safe,1,0,Pass
77241,M,West Midlands Region,Lower Than A Level,60,30-40%,224.0,71.0,Low,High,Very High Risk,0,1,Withdrawn
78170,F,West Midlands Region,Lower Than A Level,60,30-40%,2669.0,69.14285714285714,High,Medium,Safe,0,0,Fail
80329,M,South Region,Lower Than A Level,120,80-90%,4608.0,75.9375,High,High,Safe,0,1,Withdrawn
80868,M,South West Region,Lower Than A Level,60,80-90%,28615.0,75.16666666666667,High,High,Safe,1,0,Pass
82088,F,East Midlands Region,HE Qualification,60,70-80%,1100.0,80.33333333333333,Medium,High,Low Risk,0,0,Fail
83588,M,South West Region,HE Qualification,60,50-60%,,70.75,,High,,0,0,Fail
84605,M,North Region,A Level or Equivalent,120,,1194.0,85.375,Medium,High,Low Risk,0,1,Withdrawn
85325,F,South Region,Lower Than A Level,120,80-90%,81.0,59.0,Low,Medium,Very High Risk,0,1,Withdrawn
89188,F,South Region,A Level or Equivalent,60,50-60%,1760.0,64.0,High,Medium,Low Risk,1,0,Pass
89727,F,Wales,A Level or Equivalent,70,40-50%,406.0,56.2,Low,Medium,High Risk,0,0,Fail
90979,F,East Anglian Region,HE Qualification,120,80-90%,168.0,51.75,Low,Medium,Very High Risk,0,0,Fail
91354,M,Ireland,A Level or Equivalent,60,90-100%,103.0,75.0,Low,High,Very High Risk,0,1,Withdrawn
92166,M,South East Region,HE Qualification,60,90-100%,,,,,,0,1,Withdrawn
92312,M,Wales,Lower Than A Level,60,50-60%,39.0,,Low,,Very High Risk,0,0,Fail
92391,F,East Anglian Region,A Level or Equivalent,60,40-50%,229.0,50.8,Low,Medium,Very High Risk,0,0,Fail
102850,F,South West Region,A Level or Equivalent,165,70-80%,1749.0,78.85714285714286,High,High,Low Risk,1,0,Pass
103800,M,Wales,A Level or Equivalent,90,40-50%,170.0,58.142857142857146,Low,Medium,Very High Risk,1,0,Pass
104643,F,South West Region,A Level or Equivalent,60,70-80%,1496.0,76.28571428571429,Medium,High,Low Risk,1,0,Pass
104772,M,South West Region,A Level or Equivalent,60,70-80%,1157.0,65.14285714285714,Medium,Medium,Low Risk,0,1,Withdrawn
105523,M,Scotland,HE Qualification,90,60-70%,1954.0,51.38461538461539,High,Medium,Low Risk,1,0,Pass
108275,F,East Anglian Region,A Level or Equivalent,120,70-80%,,,,,,0,1,Withdrawn
108789,M,London Region,A Level or Equivalent,70,10-20,102.0,27.0,Low,Low,Very High Risk,0,0,Fail
111360,M,West Midlands Region,HE Qualification,60,30-40%,697.0,44.25,Medium,Low,High Risk,0,0,Fail
111548,F,South West Region,A Level or Equivalent,120,70-80%,542.0,22.5,Medium,Low,High Risk,0,1,Withdrawn
111926,M,East Anglian Region,Lower Than A Level,60,30-40%,1553.0,76.875,Medium,High,Low Risk,0,0,Fail
114558,M,North Region,Lower Than A Level,60,,1620.0,69.0,High,Medium,Low Risk,1,0,Pass
118887,F,Yorkshire Region,Lower Than A Level,120,20-30%,10.0,,Low,,Very High Risk,0,1,Withdrawn
120999,M,East Anglian Region,Lower Than A Level,60,80-90%,507.0,68.71428571428571,Medium,Medium,High Risk,1,0,Pass
122739,M,Yorkshire Region,A Level or Equivalent,60,30-40%,526.0,40.6,Medium,Low,High Risk,0,0,Fail
123497,M,East Anglian Region,A Level or Equivalent,60,70-80%,497.0,75.5,Medium,High,High Risk,0,0,Fail
123598,M,Scotland,A Level or Equivalent,90,50-60%,2092.0,77.42857142857143,High,High,Low Risk,1,0,Distinction
123957,F,North Western Region,Lower Than A Level,120,70-80%,673.0,61.857142857142854,Medium,Medium,High Risk,0,1,Withdrawn
124006,F,Scotland,A Level or Equivalent,70,30-40%,734.0,66.33333333333333,Medium,Medium,High Risk,1,0,Pass
124387,M,Scotland,Post Graduate Qualification,60,80-90%,56.0,,Low,,Very High Risk,0,1,Withdrawn
126394,M,Wales,A Level or Equivalent,120,90-100%,3782.0,85.1875,High,High,Safe,1,0,Pass
126812,F,East Midlands Region,A Level or Equivalent,120,40-50%,2862.0,53.8,High,Medium,Safe,1,0,Pass
127988,M,Yorkshire Region,A Level or Equivalent,150,80-90%,186.0,68.6,Low,Medium,Very High Risk,1,0,Pass
128656,F,North Region,A Level or Equivalent,60,10-20,386.0,70.4,Low,High,High Risk,1,0,Pass
128965,M,South West Region,A Level or Equivalent,60,60-70%,518.0,68.16666666666667,Medium,Medium,High Risk,1,0,Pass
130467,M,West Midlands Region,A Level or Equivalent,60,70-80%,1224.0,65.71428571428571,Medium,Medium,Low Risk,1,0,Pass
130671,F,West Midlands Region,Lower Than A Level,60,70-80%,1199.0,74.5,Medium,High,Low Risk,1,0,Pass
130837,M,Scotland,A Level or Equivalent,60,10-20,66.0,,Low,,Very High Risk,0,0,Fail
131222,M,South Region,A Level or Equivalent,60,90-100%,3902.0,79.5625,High,High,Safe,1,0,Pass
132401,M,Yorkshire Region,Lower Than A Level,60,70-80%,996.0,80.6,Medium,High,Low Risk,0,0,Fail
135385,F,East Anglian Region,A Level or Equivalent,60,20-30%,2500.0,52.42857142857143,High,Medium,Safe,1,0,Pass
138709,M,North Region,Lower Than A Level,60,10-20,702.0,33.0,Medium,Low,High Risk,0,1,Withdrawn
138715,M,South East Region,A Level or Equivalent,60,0-10%,581.0,73.57142857142857,Medium,High,High Risk,0,1,Withdrawn
139843,M,North Western Region,HE Qualification,60,0-10%,127.0,24.0,Low,Low,Very High Risk,0,0,Fail
140807,F,East Anglian Region,A Level or Equivalent,60,0-10%,2568.0,73.14285714285714,High,High,Safe,1,0,Pass
141301,M,West Midlands Region,Lower Than A Level,150,10-20,392.0,84.0,Low,High,High Risk,0,1,Withdrawn
142998,F,North Western Region,HE Qualification,120,20-30%,7.0,,Low,,Very High Risk,0,1,Withdrawn
144895,M,East Anglian Region,A Level or Equivalent,60,70-80%,1501.0,80.14285714285714,Medium,High,Low Risk,1,0,Pass
146485,M,North Region,Lower Than A Level,90,70-80%,856.0,62.57142857142857,Medium,Medium,High Risk,0,0,Fail
146666,F,East Anglian Region,HE Qualification,120,60-70%,708.0,43.0,Medium,Low,High Risk,0,0,Fail
148008,M,North Western Region,A Level or Equivalent,60,50-60%,529.0,60.75,Medium,Medium,High Risk,0,0,Fail
148515,F,Scotland,Lower Than A Level,60,30-40%,28.0,,Low,,Very High Risk,0,0,Fail
156783,M,Yorkshire Region,Lower Than A Level,60,90-100%,1101.0,72.42857142857143,Medium,High,Low Risk,1,0,Pass
157310,F,Yorkshire Region,Lower Than A Level,210,40-50%,944.0,65.0,Medium,Medium,Low Risk,1,0,Pass
158611,M,East Midlands Region,HE Qualification,60,80-90%,752.0,52.42857142857143,Medium,Medium,High Risk,1,0,Pass
160178,M,East Anglian Region,A Level or Equivalent,60,50-60%,,,,,,0,1,Withdrawn
162337,F,West Midlands Region,Lower Than A Level,120,30-40%,1219.0,60.0,Medium,Medium,Low Risk,0,0,Fail
164935,M,North Western Region,HE Qualification,60,50-60%,673.0,74.57142857142857,Medium,High,High Risk,1,0,Pass
165178,F,West Midlands Region,A Level or Equivalent,120,40-50%,752.0,54.142857142857146,Medium,Medium,High Risk,0,1,Withdrawn
169079,M,West Midlands Region,A Level or Equivalent,120,30-40%,1832.0,94.42857142857143,High,High,Low Risk,1,0,Distinction
169700,M,North Western Region,No Formal quals,60,0-10%,32.0,,Low,,Very High Risk,0,0,Fail
172965,M,Scotland,Post Graduate Qualification,150,60-70%,2222.0,89.9375,High,High,Safe,0,1,Withdrawn
173004,F,Ireland,HE Qualification,90,60-70%,1583.0,60.85,Medium,Medium,Low Risk,0,0,Fail
173370,M,South Region,Lower Than A Level,60,90-100%,1350.0,63.42857142857143,Medium,Medium,Low Risk,1,0,Pass
177354,F,Wales,Lower Than A Level,90,80-90%,923.0,87.85714285714286,Medium,High,Low Risk,1,0,Pass
178020,F,London Region,No Formal quals,120,20-30%,1026.0,61.0,Medium,Medium,Low Risk,1,0,Pass
179718,F,South East Region,HE Qualification,150,20-30%,1197.0,69.66666666666667,Medium,Medium,Low Risk,0,0,Fail
179904,M,North Western Region,A Level or Equivalent,90,70-80%,637.0,61.666666666666664,Medium,Medium,High Risk,0,0,Fail
180651,M,Yorkshire Region,Lower Than A Level,60,70-80%,890.0,85.42857142857143,Medium,High,High Risk,1,0,Pass
184025,F,North Region,Lower Than A Level,120,20-30%,112.0,,Low,,Very High Risk,0,0,Fail
185024,F,West Midlands Region,Lower Than A Level,180,0-10%,816.0,90.0,Medium,High,High Risk,0,1,Withdrawn
185127,M,London Region,A Level or Equivalent,60,20-30%,856.0,66.15384615384616,Medium,Medium,High Risk,1,0,Pass
188875,M,Yorkshire Region,HE Qualification,60,10-20,203.0,58.0,Low,Medium,Very High Risk,0,0,Fail
189624,M,West Midlands Region,A Level or Equivalent,150,60-70%,4949.0,58.0,High,Medium,Safe,1,0,Pass
191445,M,South Region,Lower Than A Level,60,50-60%,944.0,60.5,Medium,Medium,Low Risk,0,0,Fail
198953,F,Wales,Lower Than A Level,180,60-70%,,,,,,0,1,Withdrawn
202489,M,Yorkshire Region,Lower Than A Level,60,0-10%,1084.0,65.0,Medium,Medium,Low Risk,0,1,Withdrawn
203066,F,North Region,A Level or Equivalent,60,20-30%,1206.0,67.57142857142857,Medium,Medium,Low Risk,1,0,Pass
204182,M,South West Region,A Level or Equivalent,60,90-100%,964.0,53.142857142857146,Medium,Medium,Low Risk,1,0,Pass
204505,M,North Western Region,HE Qualification,60,40-50%,8251.0,64.14285714285714,High,Medium,Safe,1,0,Pass
205417,M,West Midlands Region,Lower Than A Level,60,80-90%,286.0,,Low,,Very High Risk,0,1,Withdrawn
205442,M,Ireland,HE Qualification,60,,978.0,87.0,Medium,High,Low Risk,1,0,Pass
227020,M,North Western Region,A Level or Equivalent,60,30-40%,404.0,65.42857142857143,Low,Medium,High Risk,0,0,Fail
227167,F,South East Region,A Level or Equivalent,60,60-70%,7.0,,Low,,Very High Risk,0,1,Withdrawn
227491,F,West Midlands Region,A Level or Equivalent,150,10-20,1555.0,70.85714285714286,Medium,High,Low Risk,0,1,Withdrawn
228695,M,East Midlands Region,A Level or Equivalent,120,40-50%,1705.0,70.0,High,Medium,Low Risk,0,1,Withdrawn
228888,F,South Region,A Level or Equivalent,90,70-80%,598.0,81.6,Medium,High,High Risk,1,0,Pass
230510,M,South Region,Lower Than A Level,60,10-20,167.0,51.0,Low,Medium,Very High Risk,0,0,Fail
231572,M,South West Region,A Level or Equivalent,120,50-60%,552.0,53.714285714285715,Medium,Medium,High Risk,1,0,Pass
232078,M,Yorkshire Region,HE Qualification,60,10-20,555.0,38.25,Medium,Low,High Risk,0,1,Withdrawn
234406,F,Scotland,HE Qualification,75,60-70%,1016.0,66.14285714285714,Medium,Medium,Low Risk,1,0,Pass
234827,M,South Region,Lower Than A Level,120,90-100%,80.0,,Low,,Very High Risk,0,1,Withdrawn
235777,M,London Region,A Level or Equivalent,60,10-20,1055.0,48.5,Medium,Low,Low Risk,0,1,Withdrawn
236150,F,Wales,HE Qualification,120,80-90%,198.0,,Low,,Very High Risk,0,1,Withdrawn
236857,M,North Western Region,Lower Than A Level,120,70-80%,699.0,68.71428571428571,Medium,Medium,High Risk,1,0,Pass
236953,F,South East Region,A Level or Equivalent,60,80-90%,1517.0,80.14285714285714,Medium,High,Low Risk,1,0,Pass
237418,F,London Region,A Level or Equivalent,90,20-30%,141.0,,Low,,Very High Risk,0,1,Withdrawn
237506,M,North Western Region,Lower Than A Level,60,60-70%,51.0,,Low,,Very High Risk,0,0,Fail
237602,F,South East Region,Lower Than A Level,60,10-20,1212.0,85.14285714285714,Medium,High,Low Risk,1,0,Pass
237808,M,East Anglian Region,Lower Than A Level,60,90-100%,353.0,56.0,Low,Medium,High Risk,0,0,Fail
238800,M,East Midlands Region,A Level or Equivalent,60,50-60%,279.0,31.666666666666668,Low,Low,Very High Risk,0,0,Fail
238983,F,West Midlands Region,A Level or Equivalent,90,20-30%,2978.0,79.71428571428571,High,High,Safe,1,0,Pass
240641,F,North Region,A Level or Equivalent,60,,950.0,66.71428571428571,Medium,Medium,Low Risk,1,0,Pass
242472,M,South Region,Lower Than A Level,60,30-40%,1134.0,72.0,Medium,High,Low Risk,0,0,Fail
243372,M,South West Region,A Level or Equivalent,75,70-80%,2069.0,63.0,High,Medium,Low Risk,1,0,Pass
244738,M,London Region,A Level or Equivalent,60,40-50%,3574.0,86.0625,High,High,Safe,1,0,Pass
245653,F,Scotland,HE Qualification,60,70-80%,177.0,88.0,Low,High,Very High Risk,0,0,Fail
245946,M,Wales,HE Qualification,90,40-50%,382.0,84.0,Low,High,High Risk,1,0,Pass
248252,F,Yorkshire Region,HE Qualification,90,0-10%,239.0,23.0,Low,Low,Very High Risk,0,1,Withdrawn
248695,F,North Western Region,A Level or Equivalent,60,20-30%,968.0,47.142857142857146,Medium,Low,Low Risk,0,0,Fail
248961,M,South Region,A Level or Equivalent,120,80-90%,815.0,71.57142857142857,Medium,High,High Risk,1,0,Pass
249704,M,North Western Region,A Level or Equivalent,180,30-40%,327.0,40.333333333333336,Low,Low,High Risk,0,1,Withdrawn
250163,F,East Anglian Region,A Level or Equivalent,60,40-50%,3076.0,82.71428571428571,High,High,Safe,1,0,Pass
250456,F,East Anglian Region,A Level or Equivalent,150,80-90%,,,,,,0,1,Withdrawn
250644,F,Scotland,HE Qualification,90,20-30%,370.0,73.5,Low,High,High Risk,0,1,Withdrawn
253579,M,North Region,A Level or Equivalent,120,10-20,643.0,42.166666666666664,Medium,Low,High Risk,0,1,Withdrawn
255622,F,South Region,HE Qualification,180,60-70%,96.0,,Low,,Very High Risk,0,0,Fail
257167,M,South Region,Lower Than A Level,120,70-80%,1539.0,73.71428571428571,Medium,High,Low Risk,1,0,Pass
257359,F,South Region,Lower Than A Level,120,10-20,,,,,,0,1,Withdrawn
258010,M,South Region,Lower Than A Level,120,50-60%,1096.0,48.333333333333336,Medium,Low,Low Risk,1,0,Pass
258042,F,South East Region,HE Qualification,90,60-70%,2176.0,82.375,High,High,Safe,1,0,Pass
259060,F,North Region,Lower Than A Level,60,10-20,417.0,77.57142857142857,Low,High,High Risk,1,0,Pass
259641,M,North Region,A Level or Equivalent,60,,3443.0,87.375,High,High,Safe,1,0,Pass
259951,F,South Region,A Level or Equivalent,60,70-80%,283.0,53.5,Low,Medium,Very High Risk,1,0,Pass
261495,F,South West Region,A Level or Equivalent,90,40-50%,2229.0,57.0,High,Medium,Safe,0,1,Withdrawn
263524,F,Scotland,Lower Than A Level,60,60-70%,1001.0,54.333333333333336,Medium,Medium,Low Risk,0,0,Fail
266286,F,South West Region,HE Qualification,60,70-80%,2301.0,61.142857142857146,High,Medium,Safe,1,0,Pass
266558,M,Yorkshire Region,A Level or Equivalent,90,30-40%,834.0,57.888888888888886,Medium,Medium,High Risk,1,0,Pass
267871,M,Yorkshire Region,A Level or Equivalent,120,0-10%,662.0,60.857142857142854,Medium,Medium,High Risk,1,0,Pass
268817,F,North Western Region,Lower Than A Level,90,40-50%,958.0,76.0,Medium,High,Low Risk,0,1,Withdrawn
269065,M,South Region,A Level or Equivalent,90,40-50%,436.0,31.0,Low,Low,High Risk,0,1,Withdrawn
270393,F,East Anglian Region,Lower Than A Level,60,0-10%,940.0,82.85714285714286,Medium,High,Low Risk,1,0,Pass
270493,F,South Region,Lower Than A Level,60,50-60%,266.0,67.0,Low,Medium,Very High Risk,0,0,Fail
271206,M,North Region,HE Qualification,60,50-60%,158.0,56.0,Low,Medium,Very High Risk,0,0,Fail
271526,M,South Region,HE Qualification,60,80-90%,792.0,54.5,Medium,Medium,High Risk,1,0,Pass
273106,M,East Midlands Region,Lower Than A Level,60,40-50%,,50.666666666666664,,Medium,,0,0,Fail
274712,M,London Region,HE Qualification,60,70-80%,86.0,71.0,Low,High,Very High Risk,0,0,Fail
274964,M,East Midlands Region,Lower Than A Level,120,20-30%,830.0,77.0,Medium,High,High Risk,0,0,Fail
275232,F,Wales,A Level or Equivalent,60,40-50%,1451.0,70.28571428571429,Medium,High,Low Risk,1,0,Pass
276857,F,Wales,HE Qualification,60,80-90%,1369.0,60.333333333333336,Medium,Medium,Low Risk,1,0,Pass
277412,M,Wales,A Level or Equivalent,120,20-30%,229.0,48.57142857142857,Low,Low,Very High Risk,0,0,Fail
277596,M,South Region,Lower Than A Level,60,90-100%,1163.0,62.42857142857143,Medium,Medium,Low Risk,1,0,Pass
277729,M,South West Region,A Level or Equivalent,90,30-40%,395.0,46.0,Low,Low,High Risk,0,0,Fail
279868,F,Yorkshire Region,HE Qualification,120,30-40%,635.0,54.90909090909091,Medium,Medium,High Risk,1,0,Pass
279883,M,East Midlands Region,A Level or Equivalent,150,0-10%,469.0,49.0,Low,Low,High Risk,0,1,Withdrawn
280541,F,East Midlands Region,A Level or Equivalent,60,50-60%,35.0,64.0,Low,Medium,Very High Risk,0,1,Withdrawn
281656,M,North Region,Lower Than A Level,210,30-40%,387.0,95.0,Low,High,High Risk,0,1,Withdrawn
282317,F,East Midlands Region,A Level or Equivalent,60,20-30%,2475.0,85.42857142857143,High,High,Safe,1,0,Pass
283401,F,East Anglian Region,A Level or Equivalent,120,20-30%,,,,,,0,1,Withdrawn
283535,M,London Region,A Level or Equivalent,60,30-40%,300.0,47.0,Low,Low,Very High Risk,0,1,Withdrawn
284540,F,South East Region,Lower Than A Level,120,80-90%,330.0,79.0,Low,High,High Risk,0,1,Withdrawn
285085,M,South East Region,Lower Than A Level,60,30-40%,121.0,19.666666666666668,Low,Low,Very High Risk,0,1,Withdrawn
285557,M,Scotland,A Level or Equivalent,60,90-100%,701.0,54.857142857142854,Medium,Medium,High Risk,1,0,Pass
286449,F,East Midlands Region,Lower Than A Level,120,40-50%,240.0,55.0,Low,Medium,Very High Risk,0,1,Withdrawn
286842,F,East Anglian Region,A Level or Equivalent,60,20-30%,683.0,66.42857142857143,Medium,Medium,High Risk,1,0,Pass
287783,F,Wales,HE Qualification,90,50-60%,981.0,88.85714285714286,Medium,High,Low Risk,1,0,Distinction
289009,M,Yorkshire Region,HE Qualification,150,10-20,894.0,59.625,Medium,Medium,High Risk,1,0,Pass
289529,M,East Anglian Region,A Level or Equivalent,120,90-100%,25.0,,Low,,Very High Risk,0,1,Withdrawn
290371,F,London Region,A Level or Equivalent,90,10-20,254.0,36.0,Low,Low,Very High Risk,0,1,Withdrawn
292694,F,Yorkshire Region,A Level or Equivalent,180,70-80%,915.0,68.0,Medium,Medium,Low Risk,0,0,Fail
293853,F,East Anglian Region,A Level or Equivalent,60,90-100%,395.0,64.14285714285714,Low,Medium,High Risk,1,0,Pass
294364,M,West Midlands Region,Lower Than A Level,60,10-20,1779.0,79.16666666666667,High,High,Low Risk,0,0,Fail
296813,M,North Western Region,Lower Than A Level,60,0-10%,,,,,,0,1,Withdrawn
296849,F,North Western Region,A Level or Equivalent,90,0-10%,10.0,,Low,,Very High Risk,0,1,Withdrawn
297382,M,London Region,HE Qualification,120,60-70%,32.0,,Low,,Very High Risk,0,1,Withdrawn
298402,M,West Midlands Region,Lower Than A Level,120,50-60%,3123.0,75.85714285714286,High,High,Safe,1,0,Pass
298911,F,Scotland,Lower Than A Level,70,30-40%,82.0,,Low,,Very High Risk,0,1,Withdrawn
299473,M,East Midlands Region,Lower Than A Level,60,40-50%,1129.0,43.42857142857143,Medium,Low,Low Risk,0,0,Fail
303582,F,North Western Region,A Level or Equivalent,105,10-20,429.0,66.5,Low,Medium,High Risk,1,0,Pass
305535,M,West Midlands Region,A Level or Equivalent,180,0-10%,143.0,66.85714285714286,Low,Medium,Very High Risk,1,0,Pass
305702,F,London Region,A Level or Equivalent,120,10-20,352.0,50.625,Low,Medium,High Risk,0,1,Withdrawn
307932,M,Scotland,HE Qualification,120,90-100%,261.0,19.666666666666668,Low,Low,Very High Risk,0,0,Fail
308231,M,North Western Region,Lower Than A Level,60,70-80%,370.0,54.0,Low,Medium,High Risk,0,0,Fail
308707,F,South West Region,Lower Than A Level,120,60-70%,500.0,58.666666666666664,Medium,Medium,High Risk,0,1,Withdrawn
308982,M,North Western Region,HE Qualification,60,60-70%,,,,,,0,1,Withdrawn
309258,M,South West Region,HE Qualification,120,60-70%,177.0,,Low,,Very High Risk,0,1,Withdrawn
311117,M,Scotland,A Level or Equivalent,60,0-10%,823.0,,Medium,,High Risk,0,1,Withdrawn
311474,M,South West Region,Lower Than A Level,90,50-60%,99.0,37.5,Low,Low,Very High Risk,0,1,Withdrawn
311877,F,South West Region,Lower Than A Level,90,10-20,718.0,43.25,Medium,Low,High Risk,0,1,Withdrawn
314123,F,North Region,A Level or Equivalent,60,10-20,,,,,,0,1,Withdrawn
314219,M,South East Region,Lower Than A Level,120,10-20,,,,,,0,1,Withdrawn
314956,M,South East Region,A Level or Equivalent,60,60-70%,1295.0,67.5625,Medium,Medium,Low Risk,1,0,Pass
315082,M,West Midlands Region,A Level or Equivalent,60,50-60%,37.0,,Low,,Very High Risk,0,0,Fail
315388,M,South East Region,A Level or Equivalent,60,50-60%,165.0,62.0,Low,Medium,Very High Risk,0,1,Withdrawn
315517,F,Yorkshire Region,Lower Than A Level,180,40-50%,614.0,71.0,Medium,High,High Risk,0,1,Withdrawn
315625,M,South East Region,A Level or Equivalent,60,50-60%,717.0,66.57142857142857,Medium,Medium,High Risk,1,0,Pass
315730,M,South West Region,A Level or Equivalent,60,60-70%,1753.0,80.0,High,High,Low Risk,1,0,Pass
315909,F,East Anglian Region,Lower Than A Level,60,30-40%,421.0,49.833333333333336,Low,Low,High Risk,0,0,Fail
317096,F,London Region,A Level or Equivalent,90,50-60%,810.0,46.42857142857143,Medium,Low,High Risk,1,0,Pass
318574,M,North Western Region,A Level or Equivalent,90,40-50%,95.0,,Low,,Very High Risk,0,1,Withdrawn
318794,F,North Western Region,Lower Than A Level,150,0-10%,954.0,71.0,Medium,High,Low Risk,1,0,Pass
318977,M,South West Region,Lower Than A Level,60,50-60%,281.0,58.0,Low,Medium,Very High Risk,0,0,Fail
319479,F,Scotland,HE Qualification,60,60-70%,99.0,,Low,,Very High Risk,0,1,Withdrawn
320963,M,Ireland,A Level or Equivalent,60,90-100%,866.0,50.714285714285715,Medium,Medium,High Risk,1,0,Pass
325497,F,South West Region,A Level or Equivalent,90,20-30%,2026.0,54.27272727272727,High,Medium,Low Risk,0,0,Fail
328173,F,Scotland,Lower Than A Level,90,20-30%,750.0,57.0,Medium,Medium,High Risk,0,1,Withdrawn
331315,M,East Midlands Region,A Level or Equivalent,130,70-80%,1271.0,71.0,Medium,High,Low Risk,1,0,Pass
331404,F,North Region,HE Qualification,60,,1994.0,89.0,High,High,Low Risk,1,0,Pass
332309,M,North Western Region,A Level or Equivalent,60,30-40%,1398.0,67.66666666666667,Medium,Medium,Low Risk,1,0,Pass
332436,M,South Region,Lower Than A Level,60,70-80%,4730.0,86.75,High,High,Safe,1,0,Pass
332726,F,South East Region,Lower Than A Level,60,30-40%,951.0,46.42857142857143,Medium,Low,Low Risk,0,0,Fail
333155,M,North Western Region,Lower Than A Level,120,70-80%,3.0,,Low,,Very High Risk,0,0,Fail
334255,F,Scotland,HE Qualification,60,30-40%,1033.0,46.857142857142854,Medium,Low,Low Risk,1,0,Pass
334257,M,North Region,Lower Than A Level,60,,1636.0,63.142857142857146,High,Medium,Low Risk,1,0,Pass
335018,F,London Region,Lower Than A Level,100,50-60%,317.0,57.72727272727273,Low,Medium,Very High Risk,0,1,Withdrawn
335405,M,East Anglian Region,A Level or Equivalent,60,50-60%,4227.0,92.0625,High,High,Safe,1,0,Distinction
335910,F,South East Region,A Level or Equivalent,60,30-40%,462.0,78.75,Low,High,High Risk,0,1,Withdrawn
336037,M,North Region,Post Graduate Qualification,60,,970.0,84.42857142857143,Medium,High,Low Risk,1,0,Pass
337314,M,Yorkshire Region,A Level or Equivalent,60,50-60%,,,,,,0,1,Withdrawn
338034,M,South West Region,A Level or Equivalent,60,30-40%,1082.0,62.285714285714285,Medium,Medium,Low Risk,0,0,Fail
339739,F,South Region,Lower Than A Level,60,80-90%,853.0,81.0,Medium,High,High Risk,0,0,Fail
339924,M,North Western Region,No Formal quals,60,10-20,265.0,38.666666666666664,Low,Low,Very High Risk,0,0,Fail
341854,M,Wales,HE Qualification,60,70-80%,554.0,90.25,Medium,High,High Risk,0,0,Fail
341855,F,North Western Region,Lower Than A Level,60,0-10%,1104.0,34.30769230769231,Medium,Low,Low Risk,0,1,Withdrawn
342100,M,East Anglian Region,Lower Than A Level,60,60-70%,2004.0,84.5,High,High,Low Risk,1,0,Pass
342176,M,West Midlands Region,Lower Than A Level,60,60-70%,37.0,,Low,,Very High Risk,0,1,Withdrawn
342387,F,London Region,A Level or Equivalent,180,20-30%,1440.0,65.14285714285714,Medium,Medium,Low Risk,0,0,Fail
342483,M,Scotland,A Level or Equivalent,90,0-10%,771.0,77.66666666666667,Medium,High,High Risk,0,1,Withdrawn
342697,F,South West Region,A Level or Equivalent,60,80-90%,185.0,46.0,Low,Low,Very High Risk,0,1,Withdrawn
342949,M,East Anglian Region,A Level or Equivalent,70,60-70%,422.0,54.0,Low,Medium,High Risk,0,0,Fail
343238,F,North Western Region,Lower Than A Level,120,40-50%,1582.0,49.285714285714285,Medium,Low,Low Risk,1,0,Pass
343781,F,South Region,Post Graduate Qualification,60,90-100%,1674.0,89.85714285714286,High,High,Low Risk,1,0,Distinction
343911,M,West Midlands Region,A Level or Equivalent,120,70-80%,2086.0,59.857142857142854,High,Medium,Low Risk,0,0,Fail
344474,M,South West Region,A Level or Equivalent,60,50-60%,1298.0,56.833333333333336,Medium,Medium,Low Risk,0,0,Fail
346333,F,South East Region,Lower Than A Level,60,80-90%,1591.0,80.42857142857143,Medium,High,Low Risk,1,0,Pass
348050,M,London Region,A Level or Equivalent,90,40-50%,992.0,74.91666666666667,Medium,High,Low Risk,1,0,Pass
348547,M,North Western Region,No Formal quals,120,10-20,369.0,81.0,Low,High,High Risk,0,1,Withdrawn
349182,M,West Midlands Region,A Level or Equivalent,120,20-30%,130.0,,Low,,Very High Risk,0,0,Fail
349710,M,South Region,Lower Than A Level,90,80-90%,86.0,71.0,Low,High,Very High Risk,0,1,Withdrawn
350164,M,Scotland,Lower Than A Level,60,70-80%,190.0,,Low,,Very High Risk,0,1,Withdrawn
350644,M,London Region,A Level or Equivalent,90,40-50%,274.0,69.0,Low,Medium,Very High Risk,0,0,Fail
350929,F,London Region,A Level or Equivalent,60,40-50%,584.0,85.71428571428571,Medium,High,High Risk,1,0,Distinction
350949,F,East Anglian Region,HE Qualification,60,40-50%,712.0,74.66666666666667,Medium,High,High Risk,0,1,Withdrawn
